"iteminfoid","itemcode","itemdescrip","supplierprofid","editedon","editedby","created_at","updated_at"
1609,"HPB220","Holiday Pork & Beans 48 x 220g",6028,"","","",""
1610,"HPB2K","Holiday Pork & Beans 6 x 2kgs",6028,"","","",""
1611,"HSCB160","Holiday Spanish Style Corned Beef 100 x 160g",6028,"","","",""
1612,"HSMS380","Holiday Spaghetti Meat Sauce 24 x 380g",6028,"","","",""
1613,"HSS380","Holiday Spaghetti Sauce w/ Sausage 24 x 380g",6028,"","","",""
1614,"HVS127","Holiday Vienna Sausage 48 x 127g",6028,"","","",""
1615,"HVS90","Holiday Vienna Sausage 100 x 90g",6028,"","","",""
1616,"SPM100","Sunpride Pork Barbecue Mix 120 x 100g",6028,"","","",""
1617,"SPM50","Sunpride Pork Barbecue Mix 240 x 50g",6028,"","","",""
1618,"STM120","Sunpride Tocino Mix 120 x 120g",6028,"","","",""
1619,"STM60","Sunpride Tocino Mix 240 x 60g",6028,"","","",""
1620,"STMK","Sunpride Tocino Mix 24 x kilo",6028,"","","",""
1621,"BTBW101","Baby Tender Baby  Wipes (Blue) 80'sx48",2986,"","","",""
1622,"BTBW101","Baby Tender Baby  Wipes (Blue) 80'sx48",2986,"","","",""
1623,"BTBW103","Baby Tender Baby Wipes (Orange) 80'sx48",2986,"","","",""
1624,"BTBW103","Baby Tender Baby Wipes (Orange) 80'sx48",2986,"","","",""
1625,"TLWB002","Tender Love Scented Baby Wipes 20'sx120",2986,"","","",""
1626,"TLWB002","Tender Love Scented Baby Wipes 20'sx120",2986,"","","",""
1627,"TLWB008","Tender Love Scented Baby Wipes 80'sx36",2986,"","","",""
1628,"TLWB008","Tender Love Scented Baby Wipes 80'sx36",2986,"","","",""
1629,"TLWB009","Tender Love Unscented Baby Wipes 80'sx36",2986,"","","",""
1630,"TLWB009","Tender Love Unscented Baby Wipes 80'sx36",2986,"","","",""
1631,"TLWC001","Tender Love Sweet Delight Cleansing 80'sx36",2986,"","","",""
1632,"TLWC001","Tender Love Sweet Delight Cleansing 80'sx36",2986,"","","",""
1633,"TLWC001-4","Promo-B3T1 TL Cleansing Sweet Delight 80'sx4x12",2986,"","","",""
1634,"TLWC001-4","Promo-B3T1 TL Cleansing Sweet Delight 80'sx4x12",2986,"","","",""
1635,"TLWC002","Tender Love Papaya Cleansing Wipes 80'sx36",2986,"","","",""
1636,"TLWC002","Tender Love Papaya Cleansing Wipes 80'sx36",2986,"","","",""
1637,"TLWC002-4","Promo-B3T1 TL Cleansing Papaya 80'sx4x12",2986,"","","",""
1638,"TLWC002-4","Promo-B3T1 TL Cleansing Papaya 80'sx4x12",2986,"","","",""
1639,"TLWC003","Tender Love Sweet Delight Cleansing 20'sx120",2986,"","","",""
1640,"TLWC003","Tender Love Sweet Delight Cleansing 20'sx120",2986,"","","",""
1641,"TLWC004","Tender Love Papaya Cleansing Wipes 20'sx120",2986,"","","",""
1642,"TLWC004","Tender Love Papaya Cleansing Wipes 20'sx120",2986,"","","",""
1643,"UCAU103","Uni-Care Underpads (L) 8's+2 x 12",2986,"","","",""
1644,"UCAU103","Uni-Care Underpads (L) 8's+2 x 12",2986,"","","",""
1645,"UCAU104","Uni-Care Underpads (XL) 8's+2x 12",2986,"","","",""
1646,"UCAU104","Uni-Care Underpads (XL) 8's+2x 12",2986,"","","",""
1647,"UCCW001","Uni-Care Cleansing Wipes 90'sx24",2986,"","","",""
1648,"UCCW001","Uni-Care Cleansing Wipes 90'sx24",2986,"","","",""
1649,"UCCW001-1","Promo-B2T1 Uni-Care Cleansing Wipes  90'sx3x8",2986,"","","",""
1650,"UCCW001-1","Promo-B2T1 Uni-Care Cleansing Wipes  90'sx3x8",2986,"","","",""
1651,"UCCW002","Uni-Care Cleansing Wipes 32'sx72",2986,"","","",""
1652,"UCCW002","Uni-Care Cleansing Wipes 32'sx72",2986,"","","",""
1653,"UCPA101","Uni-Care Plus Adult Diaper (Med.) 10's+1 x 10",2986,"","","",""
1654,"UCPA101","Uni-Care Plus Adult Diaper (Med.) 10's+1 x 10",2986,"","","",""
1655,"UCPA102","Uni-Care Plus Adult Diaper (L) 10's+1 x 10",2986,"","","",""
1656,"UCPA102","Uni-Care Plus Adult Diaper (L) 10's+1 x 10",2986,"","","",""
1657,"UCWB001","Uni-Care Baby Wipes (Green) 80+4'sx36",2986,"","","",""
1658,"UCWB001","Uni-Care Baby Wipes (Green) 80+4'sx36",2986,"","","",""
1659,"UCWB002","Uni-Care Baby Wipes (Blue) 80+4'sx36",2986,"","","",""
1660,"UCWB002","Uni-Care Baby Wipes (Blue) 80+4'sx36",2986,"","","",""
1661,"UCWB003","Uni-Care Baby Wipes (Violet) 80+4'sx36",2986,"","","",""
1662,"UCWB003","Uni-Care Baby Wipes (Violet) 80+4'sx36",2986,"","","",""
1663,"ULCD001","Uni-Love Comfort Baby Diaper s4x40",2986,"","","",""
1664,"ULSWB301","Uni-Love Scented baby Wipes 100's x 18",2986,"","","",""
1665,"ULSWB301","Uni-Love Scented baby Wipes 100's x 18",2986,"","","",""
1666,"ULSWB302","Uni-Love Scented Baby Wipes 70'sx24",2986,"","","",""
1667,"ULSWB302","Uni-Love Scented Baby Wipes 70'sx24",2986,"","","",""
1668,"ULSWB303","Uni-Love Scented Baby Wipes 32'sx36",2986,"","","",""
1669,"ULSWB303","Uni-Love Scented Baby Wipes 32'sx36",2986,"","","",""
1670,"ULSWB401","Uni-Love Unscented baby Wipes 100's x 18",2986,"","","",""
1671,"ULSWB401","Uni-Love Unscented baby Wipes 100's x 18",2986,"","","",""
1672,"ULSWB401-1","Promo B2T1 Uni-Love Unscented 100'sx3x6",2986,"","","",""
1673,"ULSWB401-1","Promo B2T1 Uni-Love Unscented 100'sx3x6",2986,"","","",""
1674,"ULSWB402","Uni-Love Unscented baby Wipes 70's x 24",2986,"","","",""
1675,"ULSWB402","Uni-Love Unscented baby Wipes 70's x 24",2986,"","","",""
1676,"ULSWB403","Uni-Love Unscented baby Wipes 32's x 36",2986,"","","",""
1677,"ULSWB403","Uni-Love Unscented baby Wipes 32's x 36",2986,"","","",""
1678,"ULSWB403-1","Promo B2T1 Uni-Love Unscented 32'sx3x12",2986,"","","",""
1679,"ULSWB403-1","Promo B2T1 Uni-Love Unscented 32'sx3x12",2986,"","","",""
1680,"WEL001","Wela Yema Candy (Original flavor) 1x50",2987,"","","",""
1681,"WEL002","Wela Yema Candy (Ube flavor) 1x50",2987,"","","",""
1682,"WEL003","Dyna Shoko Bola 1x10pck",2987,"","","",""
1683,"WEL004","Dyna Capri Corn 1x10pck",2987,"","","",""
1684,"WEL005","Dyna Ring It 1x10pck",2987,"","","",""
1685,"WEL006","Dyna Shawle 1x10pck",2987,"","","",""
