"profid","accountname","fname","lname","mname","bday","memdate","acctstat","address","gender","civilstat","remarks","proftype","profpic","profgroup","previd","billname","shipname","billaddr1","billaddr2","billcity","shipaddr1","shipaddr2","shipcity","area","kobid","contact","encodedby","encodedon","editedby","editedon","salesperson","clientgroupid","pricecodeid","shipperid","hasbranches","tin"
729,"E Z SOUNDS - TACLOBAN"," "," "," ","1990-01-01","1990-01-01",1,"SALAZAR ST. TACLOBAN",1,1," ",1,"",99,"ECS002","","","SALAZAR ST. TACLOBAN","","","SALAZAR ST. TACLOBAN","","","#N/A",14,"","","","","","NERISSA CERILLA",1,1,"0",0,""
730,"EDANG STORE - GUIUAN"," "," "," ","1990-01-01","1990-01-01",1,"GUIUAN, SAMAR",1,1," ",1,"",99,"EDA004","","","","","GUIUAN, SAMAR","","","GUIUAN, SAMAR","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
731,"ED CHAN2 PHARMACY - ALEGRIA"," "," "," ","1990-01-01","1990-01-01",1,"ALEGRIA",1,1," ",1,"",99,"EDC000","","","","","ALEGRIA","","","ALEGRIA","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
732,"EDCEL G/M - CATMON"," "," "," ","1990-01-01","1990-01-01",1,"CATMON CEBU",1,1," ",1,"",99,"EDC002","","","","","CATMON CEBU","","","CATMON CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
733,"EDCEL STORE 2 - SOGOD"," "," "," ","1990-01-01","1990-01-01",1,"SOGOD CEBU",1,1," ",1,"",99,"EDC004","","","","","SOGOD CEBU","","","SOGOD CEBU","Cebu",15,"","","","","","1",1,1,"0",0,""
734,"EDGAR STORE - CABUCGAYAN"," "," "," ","1990-01-01","1990-01-01",1,"CABUCGAYAN, LEYTE",1,1," ",1,"",99,"EDG002","","","","","CABUCGAYAN, LEYTE","","","CABUCGAYAN, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
735,"EDGAR STORE - SAN JORGE"," "," "," ","1990-01-01","1990-01-01",1,"SAN JORGE, W. SAMAR",1,1," ",1,"",99,"EDG007","","","","","SAN JORGE, W. SAMAR","","","SAN JORGE, W. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
736,"EDGAR STORE - TALISAY"," "," "," ","1990-01-01","1990-01-01",1,"TALISAY, CEBU",1,1," ",1,"",99,"EDG008","","","","","TALISAY, CEBU","","","TALISAY, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
737,"EDGAR AND RIZA STORE"," "," "," ","1990-01-01","1990-01-01",1,"MINGLANILLA CEBU",1,1," ",1,"",99,"EDG009","","","","MINGLANILLA CEBU","","","MINGLANILLA CEBU","","#N/A",15,"","","","","","Rixon Getubig",1,1,"0",0,""
738,"EDIMAR GM - ALOGUINSAN"," "," "," ","1990-01-01","1990-01-01",1,"ALOGUINSAN",1,1," ",1,"",99,"EDI001","","","","","ALOGUINSAN","","","ALOGUINSAN","Cebu",20,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
739,"EDITHA STORE - ASTURIAS"," "," "," ","1990-01-01","1990-01-01",1,"ASTURIAS CEBU",1,1," ",1,"",99,"EDI004","","","","","ASTURIAS CEBU","","","ASTURIAS CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
740,"EDITH STORE - BULACAO"," "," "," ","1990-01-01","1990-01-01",1,"BRGY. BULACAO PARDOCEBU CITY",1,1," ",1,"",99,"EDI007","","","","BRGY. BULACAO PARDO","CEBU CITY","","BRGY. BULACAO PARDO","CEBU CITY","#N/A",15,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
741,"EDITH STORE - CARIGARA"," "," "," ","1990-01-01","1990-01-01",1,"CARIGARA LEYTE",1,1," ",1,"",99,"EDI009","","","","","CARIGARA LEYTE","","","CARIGARA LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
742,"EDITH STORE - HINABANGAN"," "," "," ","1990-01-01","1990-01-01",1,"HINABANGAN SAMAR",1,1," ",1,"",99,"EDI011","","","","","HINABANGAN SAMAR","","","HINABANGAN SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
743,"EDITHA STORE - CAMOTES"," "," "," ","1990-01-01","1990-01-01",1,"CAMOTES IS., CEBU",1,1," ",1,"",99,"EDI014","","","","","CAMOTES IS., CEBU","","","CAMOTES IS., CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
744,"EDIE STORE - SAN FRANCISCO"," "," "," ","1990-01-01","1990-01-01",1,"SAN FRANCISCO, CAMOTES",1,1," ",1,"",99,"EDI016","","","","","SAN FRANCISCO, CAMOTES","","","SAN FRANCISCO, CAMOTES","Cebu",15,"","","","","","1",1,1,"0",0,""
745,"EDITHA STORE - BILIRAN"," "," "," ","1990-01-01","1990-01-01",1,"BILIRAN, LEYTE",1,1," ",1,"",99,"EDI017","","","","","BILIRAN, LEYTE","","","BILIRAN, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
746,"EDLYN STORE - VILLAVA"," "," "," ","1990-01-01","1990-01-01",1,"VILLAVA LEYTE",1,1," ",1,"",99,"EDL000","","","","","VILLAVA LEYTE","","","VILLAVA LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
747,"EDMON STORE - DOLORES"," "," "," ","1990-01-01","1990-01-01",1,"DOLORES, E. SAMAR",1,1," ",1,"",99,"EDM000","","","","","DOLORES, E. SAMAR","","","DOLORES, E. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
748,"EDNEN STORE - DAAN BANTAYAN"," "," "," ","1990-01-01","1990-01-01",1,"DAAN BANTAYAN CEBU",1,1," ",1,"",99,"EDN003","","","","","DAAN BANTAYAN CEBU","","","DAAN BANTAYAN CEBU","Cebu",15,"","","","","","1",1,1,"0",0,""
749,"EDOY STORE - SAMBOAN"," "," "," ","1990-01-01","1990-01-01",1,"BATO, SAMBOAN, CEBU",1,1," ",1,"",99,"EDO000","","","","","BATO, SAMBOAN, CEBU","","","BATO, SAMBOAN, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
750,"ED SUPERSTORE - BURAUEN"," "," "," ","1990-01-01","1990-01-01",1,"BURAUEN, LEYTE",1,1," ",1,"",99,"EDS000","","","","","BURAUEN, LEYTE","","","BURAUEN, LEYTE","Leyte",14,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
751,"EDSEL STORE - CATMON"," "," "," ","1990-01-01","1990-01-01",1,"CATMON",1,1," ",1,"",99,"EDS002","","","","","CATMON","","","CATMON","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
752,"EDWIN STORE - DULAG"," "," "," ","1990-01-01","1990-01-01",1,"DULAG, LEYTE",1,1," ",1,"",99,"EDW003","","","","","DULAG, LEYTE","","","DULAG, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
753,"EDWIN STORE - DOLORES"," "," "," ","1990-01-01","1990-01-01",1,"DOLORES, E. SAMAR",1,1," ",1,"",99,"EDW004","","","","","DOLORES, E. SAMAR","","","DOLORES, E. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
754,"EG PHARMACY - ORAS"," "," "," ","1990-01-01","1990-01-01",1,"ORAS, E. SAMAR",1,1," ",1,"",99,"EGP000","","","","","ORAS, E. SAMAR","","","ORAS, E. SAMAR","Leyte",7,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
755,"EIGHT 2 EIGHT CON. STORE - NRA"," "," "," ","1990-01-01","1990-01-01",1,"NRA MANDAUE CITY",1,1," ",1,"",99,"EIG003","","","NRA MANDAUE CITY","","","NRA MANDAUE CITY","","","Cebu",2,"","","","","","Romnick Remolado",1,1,"0",0,""
756,"EJ ELLERY GEN. MSE. - LAWAAN"," "," "," ","1990-01-01","1990-01-01",1,"LAWAAN, E. SAMAR",1,1," ",1,"",99,"EJE000","","","","","LAWAAN, E. SAMAR","","","LAWAAN, E. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
757,"EJK PHARMACY - TALAMBAN"," "," "," ","1990-01-01","1990-01-01",1,"TALAMBAN",1,1," ",1,"",99,"EJK001","","","TALAMBAN","","","TALAMBAN","","","#N/A",8,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
758,"EJ STORE - MC ARTHUR"," "," "," ","1990-01-01","1990-01-01",1,"MAC ARTHUR, LEYTE",1,1," ",1,"",99,"EJS000","","","","","MAC ARTHUR, LEYTE","","","MAC ARTHUR, LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
759,"EJURANGOS GEN. MDSE. - KAWIT"," "," "," ","1990-01-01","1990-01-01",1,"KAWIT, CEBU",1,1," ",1,"",99,"EJU000","","","","","KAWIT, CEBU","","","KAWIT, CEBU","Cebu",10,"","","","","","1",1,1,"0",0,""
760,"EKS COMMERCIAL - BAYBAY"," "," "," ","1990-01-01","1990-01-01",1,"BAYBAY, LEYTE",1,1," ",1,"",99,"EKS001","","","","","BAYBAY, LEYTE","","","BAYBAY, LEYTE","Leyte",10,"","","","","","PHILIP ESCOL",1,1,"0",0,""
761,"ELAINE G/M - UNION"," "," "," ","1990-01-01","1990-01-01",1,"UNION CAMOTES ISLAND CEBU",1,1," ",1,"",99,"ELA003","","","","","UNION CAMOTES ISLAND CEBU","","","UNION CAMOTES ISLAND CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
762,"ELEANOR PHARMACY - TOLEDO"," "," "," ","1990-01-01","1990-01-01",1,"TOLEDO MARKET",1,1," ",1,"",99,"ELE000","","","","","TOLEDO MARKET","","","TOLEDO MARKET","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
763,"ELENA'S STORE - BIASONG"," "," "," ","1990-01-01","1990-01-01",1,"TALISAY CEBU",1,1," ",1,"",99,"ELE002","","","","","TALISAY CEBU","","","TALISAY CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
764,"ELEVEN TWENTY TWO PHARMACY - TABO-AN"," "," "," ","1990-01-01","1990-01-01",1,"TABO-AN CEBU CITY",1,1," ",1,"",99,"ELE005","","","","","TABO-AN CEBU CITY","","","TABO-AN CEBU CITY","#N/A",8,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
765,"ELENA'S STORE - KAWAYAN BILIRAN"," "," "," ","1990-01-01","1990-01-01",1,"KAWAYAN BILIRAN LEYTE",1,1," ",1,"",99,"ELE013","","","","","KAWAYAN BILIRAN LEYTE","","","KAWAYAN BILIRAN LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
766,"ELISA STORE - NAGA"," "," "," ","1990-01-01","1990-01-01",1,"NAGA CITY, CEBU",1,1," ",1,"",99,"ELI007","","","","","NAGA CITY, CEBU","","","NAGA CITY, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
767,"ELIANA STORE - ABUYOG"," "," "," ","1990-01-01","1990-01-01",1,"ABUYOG, LEYTE",1,1," ",1,"",99,"ELI008","","","","","ABUYOG, LEYTE","","","ABUYOG, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
768,"ELISABETH STORE - CALBAYOG"," "," "," ","1990-01-01","1990-01-01",1,"CALBAYOG, W,. SAMAR",1,1," ",1,"",99,"ELI009","","","","","CALBAYOG, W,. SAMAR","","","CALBAYOG, W,. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
769,"ELIZABETH STORE - BANTAYAN IS"," "," "," ","1990-01-01","1990-01-01",1,"BANTAYAN ISLAND",1,1," ",1,"",99,"ELI010","","","","","BANTAYAN ISLAND","","","BANTAYAN ISLAND","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
770,"ELITO QUERUBIN STORE - LAVESARES"," "," "," ","1990-01-01","1990-01-01",1,"LAVEZARES, LEYTE",1,1," ",1,"",99,"ELI011","","","","","LAVEZARES, LEYTE","","","LAVEZARES, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
771,"EL-JOSEUR PHARMACY - MANTALUNGON"," "," "," ","1990-01-01","1990-01-01",1,"MANTALUNGON",1,1," ",1,"",99,"ELJ000","","","","","MANTALUNGON","","","MANTALUNGON","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
772,"EL JOHN STORE - TANGKE"," "," "," ","1990-01-01","1990-01-01",1,"TANGKE TALISAY CITY CEBU",1,1," ",1,"",99,"ELJ001","","","","","TANGKE TALISAY CITY CEBU","","","TANGKE TALISAY CITY CEBU","#N/A",15,"","","","","","JIMBOY BERDIN",1,1,"0",0,""
773,"ELJOY STORE - MALITBOG"," "," "," ","1990-01-01","1990-01-01",1,"MALITBOG, LEYTE",1,1," ",1,"",99,"ELJ002","","","","","MALITBOG, LEYTE","","","MALITBOG, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
774,"ELLEN STORE - MATLANG ISABEL"," "," "," ","1990-01-01","1990-01-01",1,"MATLANG ISABEL LEYTE",1,1," ",1,"",99,"ELL008","","","","","MATLANG ISABEL LEYTE","","","MATLANG ISABEL LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
775,"ELLIANA STORE - ABUYOG"," "," "," ","1990-01-01","1990-01-01",1,"NRA, MANDAUE CITY",1,1," ",1,"",99,"ELL010","","","","","NRA, MANDAUE CITY","","","ABUYOG, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
776,"ELLA STORE - CALBAYOG"," "," "," ","1990-01-01","1990-01-01",1,"CALBAYOG, W. SAMAR",1,1," ",1,"",99,"ELL013","","","","","CALBAYOG, W. SAMAR","","","CALBAYOG, W. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
777,"ELMA STORE - TABOGON"," "," "," ","1990-01-01","1990-01-01",1,"TABOGON, CEBU",1,1," ",1,"",99,"ELM010","","","","","TABOGON, CEBU","","","TABOGON, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
778,"ELORA 1 STORE - BALAMBAN"," "," "," ","1990-01-01","1990-01-01",1,"BALAMBAN MARKET",1,1," ",1,"",99,"ELO000","","","","","BALAMBAN MARKET","","","BALAMBAN MARKET","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
779,"ELORA SUPERMARKET - MARIGONDON"," "," "," ","1990-01-01","1990-01-01",1,"MARIGONDON LLC",1,1," ",1,"",99,"ELO002","","","MARIGONDON LLC","","","MARIGONDON LLC","","","Cebu",16,"","","","","","Romnick Remolado",1,1,"0",0,""
780,"ELON STORE - LA PAZ"," "," "," ","1990-01-01","1990-01-01",1,"LA PAZ LEYTE",1,1," ",1,"",99,"ELO003","","","","","LA PAZ LEYTE","","","LA PAZ LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
781,"ELSBETH PHARMACY - SAN FERNANDO"," "," "," ","1990-01-01","1990-01-01",1,"SAN FERNANDO CEBU",1,1," ",1,"",99,"ELS005","","","","","SAN FERNANDO CEBU","","","SAN FERNANDO CEBU","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
782,"EL SINGCO STORE - LA PAZ"," "," "," ","1990-01-01","1990-01-01",1,"LA PAZ LEYTE",1,1," ",1,"",99,"ELS006","","","","","LA PAZ LEYTE","","","LA PAZ LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
783,"ELSA STORE - BORONGAN"," "," "," ","1990-01-01","1990-01-01",1,"BORONGAN, E. SAMAR",1,1," ",1,"",99,"ELS011","","","","","BORONGAN, E. SAMAR","","","BORONGAN, E. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
784,"ELSEBETH PHARMACY"," "," "," ","1990-01-01","1990-01-01",1,"SAN FERNANDO P.M",1,1," ",1,"",99,"ELS012","","","SAN FERNANDO P.M","","","SAN FERNANDO P.M","","","#N/A",15,"","","","","","EDRYL ABALAYAN",1,1,"0",0,""
785,"ELSA STORE - MINGLANILLA"," "," "," ","1990-01-01","1990-01-01",1,"MINGLANILLA, CEBU",1,1," ",1,"",99,"ELS013","","","","","MINGLANILLA, CEBU","","","MINGLANILLA, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
786,"ELTON REY STORE - CARIGARA"," "," "," ","1990-01-01","1990-01-01",1,"CARIGARA LEYTE",1,1," ",1,"",99,"ELT001","","","","","CARIGARA LEYTE","","","CARIGARA LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
787,"ELVIE STORE - BAYBAY"," "," "," ","1990-01-01","1990-01-01",1,"BAYBAY LEYTE",1,1," ",1,"",99,"ELV003","","","","","BAYBAY LEYTE","","","BAYBAY LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
788,"ELVIE STORE - GANDARA"," "," "," ","1990-01-01","1990-01-01",1,"GANADARA, W. SAMAR",1,1," ",1,"",99,"ELV008","","","","","GANADARA, W. SAMAR","","","GANADARA, W. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
789,"ELY STORE - LILOAN"," "," "," ","1990-01-01","1990-01-01",1,"TAYUD, LILOAN, CEBU",1,1," ",1,"",99,"ELY006","","","","","TAYUD, LILOAN, CEBU","","","TAYUD, LILOAN, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
790,"EMAN STORE - MAYDULONG"," "," "," ","1990-01-01","1990-01-01",1,"MAYDULONG, E. SAMAR",1,1," ",1,"",99,"EMA004","","","","","MAYDULONG, E. SAMAR","","","MAYDULONG, E. SAMAR","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
791,"EMBATE STORE - TOLEDO"," "," "," ","1990-01-01","1990-01-01",1,"TOLEDO CITY",1,1," ",1,"",99,"EMB003","","","","","TOLEDO CITY","","","TOLEDO CITY","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
792,"EM EM STORE - TUBURAN"," "," "," ","1990-01-01","1990-01-01",1,"CC",1,1," ",1,"",99,"EME016","","","","","CC","","","COLONIA, TUBURAN, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
793,"EMERITA STORE -"," "," "," ","1990-01-01","1990-01-01",1,"SAMAR",1,1," ",1,"",99,"EME019","","","","","SAMAR","","","SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
794,"EMILY STORE - ST. BERNARD"," "," "," ","1990-01-01","1990-01-01",1,"ST. BERNARD, SOUTHERN LEYTE",1,1," ",1,"",99,"EMI010","","","","","ST. BERNARD, SOUTHERN LEYTE","","","ST. BERNARD, SOUTHERN LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
795,"EMILY STORE - MARABUT"," "," "," ","1990-01-01","1990-01-01",1,"OSMEÑA MARABUT, SAMAR LEYTE",1,1," ",1,"",99,"EMI011","","","","","OSMEÑA MARABUT, SAMAR LEYTE","","","OSMEÑA MARABUT, SAMAR LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
796,"EMILY STORE - MALITBOG"," "," "," ","1990-01-01","1990-01-01",1,"MALITBOG, SO. LEYTE",1,1," ",1,"",99,"EMI014","","","","","MALITBOG, SO. LEYTE","","","MALITBOG, SO. LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
797,"EMK STORE - SAN JORGE"," "," "," ","1990-01-01","1990-01-01",1,"SAN JORGE, SAMAR",1,1," ",1,"",99,"EMK000","","","","","SAN JORGE, SAMAR","","","SAN JORGE, SAMAR","Leyte",14,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
798,"EMMA STORE - ASTURIAS"," "," "," ","1990-01-01","1990-01-01",1,"ASTURIAS CEBU",1,1," ",1,"",99,"EMM002","","","","","ASTURIAS CEBU","","","ASTURIAS CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
799,"EMMA STORE - LAWAAN"," "," "," ","1990-01-01","1990-01-01",1,"LAWAAN, E. SAMAR",1,1," ",1,"",99,"EMM006","","","","","LAWAAN, E. SAMAR","","","LAWAAN, E. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
800,"EMMA PHARMACY - LAWAAN"," "," "," ","1990-01-01","1990-01-01",1,"LAWAAN 1, TALISAY CITY",1,1," ",1,"",99,"EMM008","","","","","LAWAAN 1, TALISAY CITY","","","LAWAAN 1, TALISAY CITY","Cebu",7,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
801,"ALICE LLENES"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP001","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
802,"ACELO LLENES JR."," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP002","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
803,"JUN LLENES"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP003","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
804,"VAL LLENES"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP004","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
805,"DAX LLENES"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP005","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
806,"WILSON LIM"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP007","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
807,"JUN SAMONTINA"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP008","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
808,"RENE LIBRES"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP009","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
809,"ERNIE FERNANDEZ"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP010","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
810,"ARNEL SAMONTINA"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP011","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
811,"JAM OLPOC"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP013","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
812,"AURELIO ARAGON"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP014","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
813,"MAX DELA TORRE"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP018","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
814,"DEJUN CABREROS"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP022","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
815,"ROY LAO"," "," "," ","1990-01-01","1990-01-01",1,"Fairview Homes,Sabellano St., Basak Pardo,CEBU CITY",1,1," ",1,"",99,"EMP027","","","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Fairview Homes,","Sabellano St., Basak Pardo,","CEBU CITY","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
816,"JELOU CABUGA"," "," "," ","1990-01-01","1990-01-01",1,"ADMC",1,1," ",1,"",99,"EMP033","","","ADMC","","","ADMC","","","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
817,"APET NUNEZ"," "," "," ","1990-01-01","1990-01-01",1,"",1,1," ",1,"",99,"EMP034","","","","","","","","","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
818,"MONRAY GABASA"," "," "," ","1990-01-01","1990-01-01",1,"ADMC",1,1," ",1,"",99,"EMP036","","","ADMC","","","ADMC","","","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
819,"LANIE GARZO"," "," "," ","1990-01-01","1990-01-01",1,"ADMC",1,1," ",1,"",99,"EMP037","","","ADMC","","","ADMC","","","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
820,"NIDA"," "," "," ","1990-01-01","1990-01-01",1,"",1,1," ",1,"",99,"EMP040","","","","","","","","","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
821,"FLOR ADLAWAN"," "," "," ","1990-01-01","1990-01-01",1,"",1,1," ",1,"",99,"EMP045","","","","","","","","","Cebu",14,"","","","","","Office Sales",1,1,"0",0,""
